lfn_sentence,eng_sentence
Finland ia elimina Rusia de la torneo de hoci en la juas olimpial de inverno.,Finland eliminated Russia from the Winter Olympics hockey tournament.
Un medalia de oro olimpial es probable la premio la plu anelada en la sporte.,An Olympic gold medal is probably the most coveted sporting prize.
"Ci escava un caveta va cade a en lo, e ci rola un petra, lo va reveni sur el.","Whoso diggeth a pit shall fall therein: and he that rolleth a stone, it will return upon him."
La can de me ami comprende esperanto. A la min la comandas la plu importante.,"My friend's dog understands Esperanto - at least, the most important orders."
Tom ia leje a alga loca ce persones basa nesesa plu de dormi ca persones alta.,Tom read somewhere that short people need more sleep than tall people.
"La teoria de Esplode Grande ia es proposada en 1927, e on ia crese lo en 1929.",The theory of the Big Bang was proposed in 1927 and expanded in 1929.
"Tal linguas como rusce, polsce, txesce, e balgarsce ave radises slavica comun.","Such languages as Russian, Polish, Czech and Bulgarian have common Slavic roots."
El e un colaboror ci ia vade a pos a Xina ia tradui la Atesta Nova a en xines.,He and a colleague who went to China later translated The New Testament into Chinese.
"Jef ia perde la max ier, ma me ave tota fida en ce el es un tenisor prometente.","Jeff lost yesterday's match, but I'm sure he is a promising tennis player."
"Plen de petrolio pur, acel lampa peti ia pote permane ensendida tra multe dias.","Full of pure kerosene, that small lamp could be lit for several days."
"Un miracle ia aveni! Tom es completa sana, e no vestijio de la maladia ia resta!","A miracle has happened! Tom is completely healthy, and there's no more trace of the disease!"
Esperanto es un lingua creada par Ludwik L. Zamenhof per comunica internasional.,"Esperanto is a language, created by Ludwik L. Zamenhof for international communication."
Alga de concursos de la Olimpiales 2016 va aveni en un visineria clamada Deodoro.,Some of the 2016 Olympic events will be held in a neighborhood called Deodoro.
La ecipo engles ia vinse la ecipo brasilera en la torneo internasional de futbal.,The English team beat the Brazilian team in the international football tournament.
Tom porta un xapo de paper de stanio per proteje sua serebro contra radia nosiva.,Tom wears a tinfoil hat to protect his brain from harmful radiation.
"El ia move a Italia a la tempo cuando el ia ave des anios, e el vive ala de alora.",He moved to Italy when he was ten years old and he's lived there ever since.
"On ia pensa ce algas e plantas es simil, ma oji on clasi los en du renas diferente.","It was thought that seaweed and plants were similar, but today they correspond to two different kingdoms."
"El ia dona des-sinco intervisas a la medios brasilera, e sete a la medios stranjer.","She gave fifteen interviews to Brazilian media, and seven to foreign media."
"Lundi, martedi, mercurdi, jovedi, venerdi, saturdi, e soldi es la dias de la semana.","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday are the days of the week."
"La pasada campion olimpial de scrima, Pál Schmitt, on ia eleje presidente de Ungaria.",Former Olympic fencing champion Pál Schmitt has been elected President of Hungary.
"Un arbor nesesa anios per crese, ma on nesesa sola alga secondos per talia a basa lo.","It takes years to grow a tree, yet it takes seconds to cut it."
"Alora el ia fini par fa acel cual tota xicos fa, cuando los ave serebro peti e no cor.","Then he ended by doing what all boys do, when they have no heart and little brain."
"La oios de Virjinia ia deveni plen de larmas, e el ia asconde sua fas entre sua manos.","Virginia's eyes grew dim with tears, and she hid her face in her hands."
Me crede ce la puni de mori no es un modo multe produosa de atenta freni la criminalia.,I think the death penalty is not a very effective way of trying to curb crimes.
"La parolas de un om es como acuas profonda, la fonte de sajia es como un flue constante.","The words of a man's mouth are as deep waters, and the wellspring of wisdom as a flowing brook."
"La site brilieta sempre, lampas sustitui la sol. Sua panorama decora la orizon profonda.","The city always glows, lamps replace the sun. Its panorama ornaments the profound horizon."
"Lundi, martedi, mercurdi, jovedi, venerdi, saturdi, e soldi es la sete dias de la semana.","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday and Sunday are the seven days of the week."
"La difere entre pasada, presente, e futur es no cosa plu ca un ilude estendeda tro multe.","Difference between the past, present, and future is nothing but an extremely widespread illusion."
Roger Federer es entre la multe poca tenisores ci ia gania plu ca mil maxes en sua carera.,Roger Federer is among the very few tennis players to have notched more than a thousand career match wins.
"""Cual es la site la plu grande en Brasil?"" ""La site la plu grande en Brasil es São Paulo.""","""Which is the biggest among the Brazilian cities?"" ""The biggest city in Brazil is Sao Paulo""."
"Lundi, martedi, mercurdi, jovedi, venerdi, saturdi, soldi, e festa es la dias de la semana.","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday and holiday are the days of the week."
"""La prinse peti"" par Antoine de Saint-Exupéry ia es traduida de franses a en multe linguas.","""The Little Prince"" by Antoine de Saint-Exupéry has been translated from French into many languages."
Rusia ia gania la conta la plu grande de medalias en la Olimpiales de Inverno de Sochi 2014.,Russia won the 2014 Sochi Winter Olympics medal count.
On ia usa la matematica per calcula la forma de la universa direta ante e pos la Buma Grande.,They used math to calculate the shape of the universe immediately before and after the Big Bang.
"Tom parla fluente alga linguas variosa, ma, per sua labora, el tradui sola en sua lingua propre.","Tom speaks several languages fluently, but for his job, he only translates into his native language."
"Tom ia comensa responde la demando, donce el ia comprende ce acel es un demanda autorespondente.",Tom started to answer the question and then realized it was a rhetorical question.
Roles sever e nonviolable de jenero ia es fundal de governas autoritariste en tota partes de istoria.,Strict and inviolable gender roles have been fundamental to authoritarian regimes throughout history.
La sielo ia clari pico e pico. La sol ia apare plen briliante e la mar ia deveni tan calma como un lago.,Little by little the sky cleared. The sun came out in full splendor and the sea became as calm as a lake.
"Tota umanas nase libre e egal. Los ave razona e consiensa, e debe ata la un a la otra con spirito de fratia.",All human beings are born free and equal. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
"La duple falta prima de Gonzalez ia veni a la momento la plu nonoportun, a cuando el ia defende un punto de set.",Gonzalez's first double fault came at the most inopportune moment when he was down a set point.
"Tota la rios vade en la mar; ma la mar a no tempo es plen: a la loca de do la rios veni, ala los reveni ance ora.","All the rivers run into the sea; yet the sea is not full; unto the place from whence the rivers come, thither they return again."
"""Sento Anios de Solitaria"" es considerada la labora la plu importante de la leteratur espaniol a pos ""Don Cixote"".","""One Hundred Years of Solitude"" is considered the most important work of Spanish literature since ""Don Quixote."""
"Tom no gusta ce Maria scrive frases sur erminos, car el teme ce Maria ta deveni enamada par los, e no ta vole plu ama el.","Tom doesn't like it when Mary writes sentences about stoats, since he is afraid that she would fall in love with them and wouldn't any longer want him around."
"Me scrive libro en alga linguas variosa, e a la mesma tempo me publici lo sur la scermos de Tatoeba a tota partes en la mundo.","I am writing a book in several languages, and I simultaneously publish it on Tatoeba's screens all over the world."
Sua stilo (si on pote nomi lo a esta modo) ia es tro (an si me risca me a es ipocrita) en brasetas (pardona la broma de parolas).,His style (if you were to call it that) was excessively (though I run the risk of hypocrisy) parenthetical (pardon the pun).
"Cuando la madre ia dise a la xico ""nos es asi per aida la otra persones"", el ia demanda ""e la otra persones es asi par cual causa?""","When the little boy was told by his mother, ""We are here to help other people,"" he asked, ""What are the other people for?"""
Lingua franca nova es un lingua aidante internasional creada par Dr. C. George Boeree e perfetida par multe suportores de la lingua.,Lingua Franca Nova is an international auxiliary language created by Dr C. George Boeree and perfected by many supporters of the language.
"George Orwell ia es un suportor de la cosa ce on conose oji como ""coretia political,"" regardante lo como ""mera la cortesia la plu norma.""","George Orwell was a supporter of what we now know as ""political correctness,"" considering it to be ""only the most ordinary politeness."""
"La util per lia es supra la frase cual on tradui, e es la icon prima a sinistra; lo aspeta como un agrega de un sinia nion con la letera A.",The linking tool is above the sentence being translated and is the first icon on the left; it looks like a combination of a Japanese character and the letter A.
"La util liante es supra la frase cual on tradui, e es la icon prima a sinistra; lo aspeta como un combina de un sinia japanes con la letera A.",The linking tool is above the sentence being translated and is the first icon on the left; it looks like a combination of a Japanese character and the letter A.
"La reconose de la dinia inerente e la diretos egal e nonalienable de tota la membros de la familia umana es la funda de libria, justia, e pas en la mundo.","Recognition of the inherent dignity and of the equal and inalienable rights of all members of the human family is the foundation of freedom, justice and peace in the world."
"Es esensal ce la diretos umana es protejeda par un sistem de diretos, afin no person es forsada, como un recurso ultima, a la rebelia contra tirania e oprimi.","It is essential, if man is not to be compelled to have recourse, as a last resort, to rebellion against tyranny and oppression, that human rights should be protected by the rule of law."
"Ante cuando el vade dormi, un programor vera pone du vitros sur la comodeta: la un con acua per bevi en la note, e la otra vacua per la aveni de ce el no sidi.","Before going to bed, a real programmer puts on the bedside table two glasses: one with water to drink during the night, and another empty, in case he won't be thirsty."
"En Tatoeba, nos no usa brasetas per indica otra modos posible de tradui alga cosa. En loca de esta, nos simple posta du o plu traduis, e nos lia los a la frase orijinal.","At Tatoeba we don't use parentheses to indicate alternative ways to translate something. Instead, we just post two or more separate translations linked to the original sentence."
"En Tatoeba, lo es plu bon no anota o spesifa un sinifia esata cual no es parte integral de la frase. On pote ajunta frases multiple en loca de pone en brasetas un parte de un frase.","At Tatoeba, it is better not to annotate or specify a precise meaning that is not an integral part of the sentence. You can add multiple sentences instead of putting a part of the sentence in parentheses."
"Boeree ia comensa labora a lfn en 1965, con la gol de crea un lingua simple. El ia es inspirada par leje sur lingua franca, un pijin usada en la mar Mediteranean en sentenios pasada.","Boeree began work on LFN in 1965, with the goal of creating a simple language. He was inspired by reading about Lingua Franca, a pidgin used around the Mediterranean sea in centuries past."
"La cosa la plu importante en la Juas Olimpial no es gania, ma partisipa, esata como en la vive la cosa la plu importante no es la vinse, ma la luta. La esensal no es ave vinseda, ma ave lutada bon.","The most important thing in the Olympic Games is not to win but to take part, just as the most important thing in life is not the triumph but the struggle. The essential thing is not to have conquered but to have fought well."
"""Dise a me cual tu vole, e me va dona lo a tu"", Alexandro la Grande ia dise a Diogeno. "" ""Me nesesa no cosa"", la saja ia responde, ""ma si tu vole fa me felis, sesa impedi ce me aseta la lus de sol.""","""Tell me what you want and I will give it to you,"" said Alexander the Great to Diogenes. ""I don't need anything,"" the sage responded, ""but if you want to make me happy, stop blocking my sunlight."""
"En sua prisonia, el ia promete a la piratas ce el va mata los a fini. La piratas ia pensa que esta es un broma. Pos cuando el ia es rescatida, Sesar ia xasa e catura la piratas e ia comanda la crusi de los.","During his captivity he made a promise to the pirates that he would eventually kill them. The pirates thought that this was only a joke. After he was ransomed, Caesar pursued and captured the pirates and ordered their crucifixion."
"En la istoria de tenis, la final de Pumi Grande la plu nonegal ia es la final de la Abrida Franses 1988, cuando Steffi Graf de FRG ia bate Natasha Zvereva de URSS 6-0, 6-0. Tota la max ia dura sola 34 minutos.","The most lopsided Grand Slam final in tennis history was the 1988 French Open final, when Steffi Graf of FRG pummeled Natasha Zvereva of USSR 6-0, 6-0. The entire match lasted merely 34 minutes."
"La nonconose e la despeta de la diretos umana ia trae atas de barbaria cual ofende la consiensa umana, e la veni de un mundo do tota persones va es libre per parla e crea, e librida de temia e de miseria, es proclamada como la aspira la plu alta de umanas.","Disregard and contempt for human rights have resulted in barbarous acts which have outraged the conscience of mankind, and the advent of a world in which human beings shall enjoy freedom of speech and belief and freedom from fear and want has been proclaimed as the highest aspiration of the common people."
"Lo es note cuando un om move caracolin longo la paseria prosima a un semafor. ""Esce tu ia perde acaso cualce cosa?"" un pasor ia demanda a el. ""Si, un boton de camisa."" ""Esce tu sabe serta ce tu ia perde lo asi?"" ""No, un poca plu a retro. Ma asi on ave plu de lus per trova lo.""","It is night when a man crawls along the sidewalk near a traffic light. ""Have you lost something by chance?"" a passerby asked him. ""Yes, a button from a shirt."" ""Are you sure you've lost it right here?"" ""No, a little further back. But here there's more light to help me find it."""
"La slogan ""Labora libri"" sur la portones de campas de consentra nazi ia es tota sinica. La prisonidas ci ia crede la promete enganosa, ce labora ta libri los, no ia pote vera es libre an con cuanto fortia los ta labora. Multes de los ia es forsada labora asta mori; e multes plu on ia volente mata.","The slogan ""Arbeit macht frei"" at the gates of the Nazi concentration camps was entirely cynical. The prisoners who believed the deceitful promise that work would set them free had no real chance of freedom, regardless of how much they laboured. Many of them were worked to death; many more were deliberately exterminated."
"""Marxisme cultural"" ia es un critica de la cultur poplal par la Scola de Frankfurt de la teoria criticante, un discipline ce usa sabe de la siensas sosial per revisa marxisme. En la usa moderna entre destristes, ""marxisme cultural"" ia deveni un terma sustitua per la teoria de conspira de la era Nazi ""Bolxevisme cultural.""","""Cultural Marxism"" was a critique of popular culture by the Frankfurt School of critical theory, a discipline which used knowledge from the social sciences to revise Marxist theory. In modern usage among right-wingers, ""Cultural Marxism"" has become a substitute term for the Nazi-era conspiracy theory ""Cultural Bolshevism."""
"Un campion olimpial de boxe compra un jaca multe cara. El veni a la vileta olimpial, e lasa sua jaca en un vesteria, con un nota disente: ""Tu prende mea jaca, me va mata tu. Campion olimpial de boxe."" Un ora a pos, el reveni, e en loca de sua jaca el trova otra nota disente: ""Prima tu debe catura me. Campion olimpial de atletisme lejera.""","An Olympic boxing champion buys a very expensive jacket. He comes to the Olympic village and leaves his jacket in a dressing room with a sign saying ""You take the jacket, I kill you. Olympic boxing champion."" In an hour he comes back to see his jacket gone, and another sign: ""You catch me first. Olympic running champion."""
